,4.9_rbf_matern32_sin_lfbgs_0_0,4.9_rbf_matern32_sin_lfbgs_1_0,4.9_rbf_matern32_sin_lfbgs_2_0,4.9_rbf_matern32_sin_lfbgs_3_0,4.9_rbf_matern32_sin_lfbgs_4_0
       [ 5.80316929e-01],
       [-4.50703116e-01],
       [ 3.28988994e-01],
       [-7.27171405e-01],
       [-3.61845454e-01],
       [-6.46603863e-01],
       [ 3.15348198e-01],
       [ 2.43693604e-01],
       [ 8.73046448e-02],
       [ 3.89130494e-01],
       [-3.50454150e-01],
       [ 1.08458587e-01],
       [-1.30322327e+00],
       [ 1.19643350e-01],
       [ 1.53972315e-01],
       [ 2.46843420e-01],
       [-5.42134998e-01],
       [-4.04652986e-02],
       [ 2.36516560e-01],
       [-2.46297109e-02],
       [ 1.02666956e-01],
       [ 3.07242251e-01],
       [-2.07475012e-01],
       [-9.23238181e-02],
       [-8.69701949e-02],
       [-8.44701637e-01],
       [ 1.38182931e-01],
       [-2.18710281e-01],
       [-4.52397476e-02],
       [-2.94377086e-01],
       [-1.27740580e-03],
       [-4.15072201e-02],
       [ 4.33906633e-01],
       [-2.60185340e-01],
       [ 3.17337908e-01],
       [ 5.62591285e-02],
       [ 1.00404637e-01],
       [-1.77899987e-02],
       [ 2.24569310e-02],
       [-5.97479979e-01],
       [-1.16072495e+00],
       [-4.18955247e-01],
       [-9.30115909e-01],
       [ 3.38792388e-01],
       [ 7.67023072e-01],
       [ 5.19788181e-01],
       [-1.84024136e-01],
       [ 4.24294104e-01],
       [-6.48859094e-01],
       [ 7.19095171e-01],
       [-4.69537715e-01],
       [ 6.39141850e-02],
       [-1.62482019e-01],
       [-1.83731377e-02],
       [ 9.65185394e-01],
       [-1.32982691e-01],
       [-7.02826439e-02],
       [ 1.71538835e-01],
       [-5.83813743e-02],
       [-1.81284542e-01],
       [-3.14521324e-01],
       [-2.51138101e-02],
       [ 4.15161240e-01],
       [-6.02654992e-01],
       [ 8.85240423e-01],
       [ 9.79665201e-02],
       [-1.00034030e+00],
       [-3.32914906e-01],
       [-1.28667559e+00],
       [ 1.75984244e-01],
       [ 1.86420888e-01],
       [-3.23522202e-01],
       [-1.21911058e-01],
       [ 4.09062125e-01],
       [ 2.59152943e-01],
       [ 9.60185018e-02],
       [ 4.57370934e-01],
       [-3.18535151e-01],
       [-7.58135601e-01],
       [ 2.50071609e-01],
       [-1.06147376e+00],
       [-2.52324818e-02],
       [-1.45159498e-03],
       [-6.01042004e-02],
       [-7.53509140e-02],
       [ 3.20860642e-01],
       [ 5.07941089e-01],
       [ 2.36380618e-02],
       [-1.68445584e-01],
       [ 4.89149201e-01],
       [ 4.24541708e-01],
       [ 9.61988895e-02],
       [-1.04167374e+00],
       [-1.29601694e-01],
       [-9.97570021e-02],
       [-4.68594429e-01],
       [ 1.35950623e+00],
       [ 1.99224990e-01],
       [ 6.22775778e-01],
       [-9.45885883e-01],
       [ 4.72366597e-02],
       [-1.76051438e-01],
       [ 6.70719770e-02],
       [ 7.25037436e-02],
       [ 3.13484899e-01],
       [-5.13834470e-01],
       [-1.25342957e-01],
       [ 4.04547233e-02],
       [ 7.07435508e-01],
       [ 5.06486202e-02],
       [-5.75146563e-01],
       [ 1.00244170e+00],
       [-4.25490700e-01],
       [-1.50885425e-01],
       [-9.42102124e-01],
       [-2.23362838e-02],
       [-4.98181393e-01],
       [-3.01604876e-03],
       [ 4.29510216e-01],
       [-1.17728621e-02],
       [ 2.38240126e-01],
       [-1.55836065e-01],
       [-8.78099494e-03],
       [-3.48907941e-01],
       [-6.63604460e-01],
       [ 5.61948194e-01],
       [-7.67183716e-02],
       [ 3.40594114e-02],
       [ 1.92632574e-01],
       [ 1.10795891e-01],
       [ 7.64712667e-01],
       [-6.68652448e-01],
       [ 2.99322876e-01],
       [ 6.75941038e-02],
       [-3.97260821e-02],
       [-6.02816701e-01],
       [-1.62449073e-01],
       [-2.91391205e-01],
       [-1.95099844e-01],
       [-8.41283718e-02],
       [ 1.05998027e-02],
       [ 3.30791070e-01],
       [-2.43288731e-01],
       [ 4.88106068e-01],
       [-6.14787743e-01],
       [ 8.13707700e-01],
       [ 3.07833998e-02],
       [-5.47989863e-04],
       [ 4.71036379e-01],
       [-1.54996983e-01],
       [ 7.81780828e-01],
       [-7.22297680e-01],
       [-5.72738203e-01],
       [-3.31385151e-02],
       [-2.74038859e-01],
       [-9.20156845e-03],
       [-5.87764016e-01],
       [-3.49513449e-01],
       [-9.60109169e-02],
       [-1.84671156e-01],
       [-1.00620387e-01],
       [-2.67182870e-01],
       [-1.42512982e-02],
       [ 5.24493416e-01],
       [ 1.26531554e-01],
       [-2.48475685e-01],
       [ 3.42151410e-01],
       [ 2.57120489e-01],
       [ 9.09964076e-02],
       [ 3.74721942e-02],
       [ 4.90380337e-01],
       [ 1.43266194e-01],
       [-4.16141986e-02],
       [ 6.19934365e-01],
       [-1.51484299e-02],
       [ 2.93434754e-01],
       [-2.98551981e-01],
       [ 2.63033029e-01],
       [ 4.44003111e-01],
       [ 1.24714863e+00],
       [-4.61009469e-01],
       [-8.14444409e-02],
       [-1.22317705e-02],
       [ 1.12853681e+00],
       [-2.32636334e-02],
       [-3.85084517e-02],
       [-5.64899779e-01],
       [ 1.78583087e-01],
       [-2.22807891e-01],
       [-6.45484403e-02],
       [ 4.84065294e-01],
       [-3.90667664e-01],
       [ 3.75176576e-01],
       [ 4.79105626e-01],
       [-7.52927653e-01],
       [ 1.88832432e-01],
       [ 1.04845706e-01],
       [-2.39605189e-01],
       [-5.90376704e-01],
       [-7.02943161e-01],
       [ 2.20351738e-01],
       [-2.06118871e-01],
       [-5.85029391e-01],
       [ 1.44256080e-02],
       [-8.25357010e-01],
       [ 2.03096338e-01],
       [ 1.01809469e+00],
       [ 2.23056281e-01],
       [-3.99598973e-01],
       [ 4.61281057e-02],
       [-1.71548302e-01],
       [ 1.80475938e-01],
       [-5.98995369e-01],
       [ 6.75862861e-01],
       [-7.33732297e-03],
       [-4.22136278e-01],
       [-4.21496159e-01],
       [-1.67416032e-01],
       [ 1.69615025e-01],
       [-6.18903598e-02],
       [ 6.43469782e-02],
       [-1.71080171e-01],
       [ 6.49759195e-01],
       [-3.97810591e-01],
       [ 1.15587837e-01],
       [-1.93207243e-01],
       [ 1.16698347e-01],
       [ 6.58295438e-02],
       [ 1.08937426e-01],
       [ 3.27683095e-02],
       [ 9.68867787e-01],
       [-8.20175519e-01],
       [ 6.57587864e-02],
       [ 1.77043648e-03],
       [ 5.86669914e-03],
       [-4.09387060e-02],
       [ 3.96543115e-01],
       [-4.52064035e-02],
       [-7.38583596e-01],
       [ 7.99777076e-03],
       [ 4.07857114e-02],
       [-1.26616893e-01],
       [-1.46135141e-03],
       [ 4.13418946e-01],
       [-5.77522433e-02],
       [-4.63471201e-01],
       [ 5.80045011e-01],
       [-1.57355487e-01],
       [-5.99275429e-01],
       [-3.53041069e-03],
       [-8.78185421e-02],
       [ 4.14808528e-01],
       [ 5.50379060e-01],
       [ 4.44138539e-01],
       [-4.84489934e-01],
       [ 8.14319286e-01],
       [-8.01209526e-04],
       [-1.34911867e-01],
       [-1.30130878e-02],
       [-3.28283751e-01],
       [ 5.25786578e-01],
       [-5.58428047e-01],
       [ 2.83628789e-01],
       [ 6.10454414e-03],
       [-3.11611776e-01],
       [-3.10492093e-01],
       [-1.41341291e-01],
       [ 3.01166036e-01],
       [ 8.22127304e-03],
       [-3.43916842e-02],
       [-2.24021250e-01],
       [-4.78622241e-01],
       [ 3.10118662e-02],
       [ 2.06394511e-01],
       [-2.99977008e-01],
       [-3.63909441e-02],
       [-1.06922172e-01],
       [-8.93550558e-01],
       [-4.30379011e-01],
       [-5.28594881e-01],
       [-9.16361501e-02],
       [ 3.91842757e-02],
       [-4.20764452e-01],
       [ 4.13581576e-02],
       [-5.23121340e-02],
       [-6.23573746e-02],
       [ 5.06487236e-01],
       [ 3.07568748e-02],
       [ 1.69096971e-01],
       [ 7.38796039e-01],
       [-4.86552394e-02],
       [-3.64384507e-02],
       [-2.67857462e-01],
       [ 5.04152762e-02],
       [ 1.36834416e-01],
       [-4.54116167e-02],
       [-7.40549990e-01],
       [ 1.79511955e-01],
       [ 1.05942038e+00],
       [-1.08603416e+00],
       [ 2.42402569e-01],
       [ 7.08486162e-03],
       [ 2.74009960e-02],
       [-1.56034901e-01],
       [ 8.83384291e-02],
       [-6.21721539e-01],
       [ 1.13047351e-01],
       [-1.07771873e-01],
       [-4.20079623e-01],
       [ 1.93404827e-01],
       [ 4.99616403e-01],
       [-5.42973871e-01],
       [-1.43396692e-01],
       [-4.35094166e-02],
       [-2.86383788e-01],
       [-6.56122622e-01],
       [-1.63892171e-02],
       [ 3.19723752e-01],
       [-9.53404756e-01],
       [ 4.68254642e-01],
       [-8.61919138e-01],
       [-2.41028755e-02],
       [-9.58688827e-01],
       [ 3.94685386e-01],
       [ 3.66297402e-01],
       [-7.53054354e-02],
       [-1.35404208e-01],
       [ 5.91213281e-02],
       [ 8.03924719e-02],
       [-3.47121821e-02],
       [ 5.50576134e-01],
       [-7.33486774e-02],
       [-7.31614034e-02],
       [ 5.11183294e-01],
       [ 3.15989669e-01],
       [-3.99283057e-01],
       [-8.36867453e-02],
       [-1.09269436e-01],
       [ 2.44878389e-01],
       [ 2.98543846e-02],
       [ 2.23815110e-02],
       [-3.43570169e-01],
       [ 2.58042816e-01],
       [ 4.09467653e-02],
       [ 1.35953362e-01],
       [ 6.01594262e-02],
       [ 4.32264100e-02],
       [ 5.31140300e-02],
       [-1.03821147e-01],
       [ 6.64254368e-02],
       [-7.74855982e-01],
       [ 4.57376495e-01],
       [ 2.63928523e-02],
       [-1.20485691e-01],
       [ 1.63067648e-01],
       [-7.43274234e-02],
       [ 3.51225254e-02],
       [ 6.42515700e-01],
       [-5.27116966e-01]])>","<Parameter: name=identity, dtype=float64, shape=[1000, 1], fn=""identity"", numpy=
array([[-6.84824257e-02],
       [ 7.40642390e-01],
       [ 3.17037655e-02],
       [ 9.77750943e-01],
       [-3.66104799e-02],
       [-6.20362904e-01],
       [-4.46617888e-01],
       [-4.78043664e-02],
       [-7.61697379e-01],
       [-1.82555500e-01],
       [-6.90254209e-01],
       [-8.71829639e-01],
       [-6.71786406e-01],
       [ 4.09493019e-01],
       [-6.10592484e-03],
       [-5.68011290e-01],
       [-1.88211709e-01],
       [ 5.49239862e-01],
       [ 6.57241332e-01],
       [-9.77424804e-01],
       [-6.53194967e-01],
       [-7.61963099e-01],
       [ 2.94090116e-01],
       [-4.49952821e-01],
       [-3.14112641e-01],
       [-4.76730650e-01],
       [ 1.34097286e-01],
       [ 3.92351032e-01],
       [ 5.76251551e-01],
       [ 1.89189893e-02],
       [-2.95944660e-01],
       [-5.48026565e-01],
       [ 2.04275409e-01],
       [ 1.25654798e+00],
       [ 6.36370451e-02],
       [ 5.57375532e-01],
       [ 8.69769930e-01],
       [-2.83315928e-01],
       [ 3.49909811e-01],
       [ 4.71057950e-01],
       [ 1.08869581e-01],
       [ 1.56203821e-01],
       [ 1.58898079e-01],
       [ 1.43479157e-01],
       [ 1.23369743e-01],
       [-1.64594896e-01],
       [-3.20278187e-01],
       [-5.39492074e-01],
       [ 6.00389751e-02],
       [-8.68569593e-01],
       [-7.47212191e-01],
       [-3.07236679e-01],
       [ 1.81829528e-01],
       [ 2.34228045e-01],
       [-3.56694523e-01],
       [ 1.67867071e-01],
       [-6.28597432e-04],
       [-8.82228073e-01],
       [-3.90785275e-01],
       [-1.11584754e-01],
       [-3.96570798e-01],
       [-1.85744762e-01],
       [ 9.13200235e-01],
       [-8.60464531e-01],
       [ 7.53749787e-01],
       [-5.04271543e-01],
       [-2.91605645e-01],
       [-5.26211536e-01],
       [ 8.62188733e-02],
       [ 5.58972845e-01],
       [ 2.57244555e-01],
       [-4.48956864e-01],
       [ 2.50623116e-01],
       [ 2.06472364e-01],
       [ 5.15016833e-01],
       [ 5.37311403e-01],
       [ 1.05395170e-01],
       [-4.83223529e-01],
       [-6.55341007e-01],
       [ 9.95439070e-01],
       [-7.65092502e-02],
       [-7.25560622e-01],
       [-8.60644678e-01],
       [-1.11397542e+00],
       [-3.46620142e-01],
       [-7.82955625e-02],
       [-1.98477511e-01],
       [-3.28343339e-01],
       [ 9.04363225e-02],
       [ 2.55651729e-01],
       [-4.03592719e-01],
       [-7.89442496e-01],
       [-5.44600470e-01],
       [-7.65957011e-01],
       [-8.93321450e-02],
       [-3.66856404e-01],
       [-3.60311963e-01],
       [ 3.42089447e-01],
       [-9.91992671e-02],
       [ 3.59366247e-01],
       [ 3.77988064e-01],
       [-2.38341124e-01],
       [-2.59103161e-01],
       [-4.38701678e-01],
       [ 3.29235428e-01],
       [ 3.19276367e-02],
       [ 4.39858841e-01],
       [ 3.18983435e-01],
       [ 6.17995138e-01],
       [-6.33169865e-01],
       [-6.17961597e-01],
       [-3.49115460e-01],
       [ 2.22642287e-01],
       [ 9.51688959e-01],
       [-2.41205096e-01],
       [-5.73683868e-01],
       [-4.20626710e-01],
       [ 4.85918662e-02],
       [-7.47878175e-01],
       [ 1.48653120e-01],
       [-6.50848148e-01],
       [-3.13513166e-02],
       [-5.99550667e-02],
       [ 2.64630874e-01],
       [ 1.20103434e+00],
       [-6.70603697e-01],
       [-1.61754755e+00],
       [ 9.28914015e-01],
       [-1.63706127e-01],
       [ 3.37531930e-02],
       [ 7.40105510e-02],
       [-1.58850216e-01],
       [ 5.28617980e-01],
       [ 3.48263652e-01],
       [ 3.41711866e-01],
       [ 8.08088166e-01],
       [ 3.37699921e-01],
       [-1.70933734e-01],
       [-8.39020147e-02],
       [-7.86832366e-01],
       [-1.48272426e-01],
       [-1.52294025e+00],
       [ 1.09147168e-01],
       [ 1.64209326e-01],
       [-2.26474700e-01],
       [ 1.20213451e+00],
       [-3.40732045e-01],
       [ 2.95810598e-01],
       [ 9.36248015e-01],
       [-9.08127104e-01],
       [-3.76519739e-01],
       [-2.40790045e-01],
       [ 2.15855411e-01],
       [-7.82832395e-02],
       [ 7.25430533e-02],
       [ 4.19001958e-01],
       [ 9.09579821e-01],
       [ 2.51205729e-01],
       [ 4.51406038e-02],
       [ 7.00151007e-01],
       [ 5.82661321e-01],
       [ 5.82258306e-02],
       [ 1.35392218e+00],
       [ 8.53987356e-01],
       [-1.05916744e+00],
       [-2.32587234e-01],
       [ 7.51275705e-02],
       [ 2.51028058e-01],
       [ 2.79971472e-01],
       [-3.03673782e-03],
       [-4.48959112e-01],
       [-1.68386898e-01],
       [ 4.32196595e-01],
       [-6.10661230e-02],
       [ 6.78964916e-01],
       [ 3.32093598e-01],
       [-3.00468004e-01],
       [-4.34753519e-01],
       [-2.18509773e-01],
       [ 5.45463448e-01],
       [ 1.11012525e-01],
       [-1.85007017e-01],
       [-3.45032966e-01],
       [ 5.84811163e-01],
       [ 1.19456824e+00],
       [-6.27244762e-01],
       [ 4.76383989e-01],
       [-2.51134355e-01],
       [ 3.08480918e-01],
       [ 8.53170798e-02],
       [-5.90834945e-03],
       [-1.07067064e+00],
       [-8.87324173e-01],
       [-4.06279654e-03],
       [-8.61783186e-01],
       [ 4.97999141e-01],
       [-1.98561814e-01],
       [-4.25806415e-02],
       [ 8.94319857e-01],
       [-3.76375408e-01],
       [-1.37303248e-01],
       [-2.55149435e-01],
       [ 5.17998566e-01],
       [ 2.99124070e-01],
       [ 6.54133639e-02],
       [ 2.92571704e-01],
       [-6.69705961e-01],
       [ 7.99970823e-01],
       [-1.48495451e+00],
       [-3.07168492e-01],
       [-2.70657597e-01],
       [ 3.83939338e-01],
       [-2.74724201e-01],
       [ 2.30902808e-01],
       [ 1.51692222e-01],
       [-2.85338046e-01],
       [-6.87968664e-02],
       [ 2.76434747e-01],
       [ 8.43013005e-01],
       [-3.56070981e-02],
       [ 6.39930044e-01],
       [ 2.26081838e-01],
       [ 7.65337965e-01],
       [-3.74841039e-01],
       [-9.72537345e-01],
       [ 7.73758529e-01],
       [-9.49652025e-01],
       [ 2.23200488e-02],
       [-1.53869063e+00],
       [-9.30374199e-02],
       [ 2.59198829e-01],
       [-5.78625916e-02],
       [-3.01338920e-01],
       [-1.17214148e-01],
       [ 7.50341386e-02],
       [-7.95815695e-02],
       [ 1.18360812e-01],
       [ 1.34279369e-02],
       [ 2.29546525e-01],
       [ 6.93363781e-01],
       [ 2.43977901e-01],
       [ 2.05018537e+00],
       [-2.67264469e-01],
       [-1.90325838e-01],
       [-6.68356310e-01],
       [-1.72214530e-02],
       [ 1.03416125e+00],
       [ 5.02016463e-02],
       [-2.15145116e-01],
       [ 3.35870435e-01],
       [-1.58116819e-01],
       [ 3.59773260e-01],
       [-8.05524015e-02],
       [-2.42211401e-01],
       [-3.20709594e-01],
       [-8.87697165e-01],
       [-6.35400711e-03],
       [ 3.32234679e-01],
       [ 2.60252269e-01],
       [ 4.82775973e-01],
       [ 9.69561679e-01],
       [-1.40153778e-01],
       [-4.47894864e-01],
       [ 1.59047493e-03],
       [ 8.85745283e-02],
       [ 1.46439869e-01],
       [ 4.58447511e-02],
       [-7.59203135e-03],
       [-2.50759832e-01],
       [ 2.40120309e-01],
       [-2.31806102e-02],
       [-6.26377155e-01],
       [-2.30368670e-01],
       [ 7.34308216e-01],
       [-2.53352423e-01],
       [-1.26495938e-01],
       [-3.30611597e-01],
       [ 2.97174154e-01],
       [-1.96772312e-01],
       [-8.28110821e-02],
       [-4.44766912e-01],
       [ 9.42698803e-01],
       [-3.92868205e-01],
       [ 7.44867317e-01],
       [-4.01480769e-01],
       [ 5.97944190e-01],
       [ 7.07213489e-01],
       [-2.03444864e-01],
       [ 3.83984750e-01],
       [-5.42871171e-01],
       [-1.07661130e+00],
       [-3.90678517e-01],
       [ 2.63808171e-01],
       [-1.39750029e-01],
       [-8.67485573e-01],
       [-4.25267980e-01],
       [-8.53553994e-01],
       [-2.40446831e-01],
       [-4.58774615e-01],
       [-8.52801879e-01],
       [ 7.48871643e-01],
       [-9.85707825e-01],
       [ 1.04675478e+00],
       [ 4.85725250e-01],
       [-6.65662731e-01],
       [ 1.69668175e-01],
       [ 3.43103844e-01],
       [ 1.34255732e+00],
       [-2.26684444e-01],
       [ 2.86096550e-01],
       [-1.01609149e+00],
       [ 2.36117992e-01],
       [ 1.65993877e+00],
       [ 2.96192836e-01],
       [ 1.46956530e+00],
       [-5.29951522e-01],
       [ 2.32972116e-01],
       [-2.46913075e-01],
       [ 8.51882635e-01],
       [ 2.25076066e-01],
       [ 1.57312874e-02],
       [ 5.36308557e-02],
       [-6.73430479e-01],
       [-1.33611117e-03],
       [ 7.93482319e-01],
       [-6.74310961e-01],
       [-7.98019140e-01],
       [ 2.23621355e-01],
       [-1.15351896e-01],
       [-9.54064360e-01],
       [-1.41376361e-01],
       [-7.65267173e-01],
       [ 2.94150435e-02],
       [-1.50420689e+00],
       [ 1.53792872e-01],
       [ 3.09490717e-01],
       [-1.76931193e-01],
       [ 6.63988800e-01],
       [-1.08966135e+00],
       [-3.80237503e-01],
       [-8.05171164e-02],
       [ 5.83242819e-01],
       [-6.08504903e-01],
       [-3.25065736e-01],
       [ 5.13327055e-01],
       [-3.65793121e-02],
       [-4.46778841e-01],
       [ 5.43468813e-02],
       [-1.23887798e+00],
       [ 5.59936333e-01],
       [-8.52445440e-02],
       [ 1.91415101e+00],
       [-3.86921358e-01],
       [ 1.30817321e+00],
       [ 9.34857402e-02],
       [-3.10471051e-01],
       [-7.77011416e-01],
       [ 1.13907257e+00],
       [ 9.36956639e-01],
       [-8.14290487e-02],
       [ 6.47567467e-01],
       [-5.40866524e-01],
       [-8.27321939e-01],
       [-2.65378512e-01],
       [-3.50926592e-01],
       [-5.90973922e-02],
       [-2.07951508e-01],
       [ 1.51863362e-01],
       [-6.47967827e-03],
       [ 4.93806158e-01],
       [ 4.13632651e-01],
       [ 7.05393919e-01],
       [ 7.08591092e-01],
       [-5.09013564e-01],
       [ 3.12404703e-01],
       [ 6.68742157e-01],
       [ 3.64365372e-01],
       [ 4.23724862e-01],
       [-1.08282269e+00],
       [ 2.17710610e-01],
       [ 8.21876723e-02],
       [-1.54588484e-01],
       [-4.44741949e-01],
       [ 1.24179741e-01],
       [-5.26078574e-03],
       [ 1.35867858e-03],
       [ 1.77763530e-02],
       [-2.83931194e-01],
       [-9.03268080e-01],
       [ 2.49854656e-01],
       [-1.08724778e+00],
       [ 1.93738558e-01],
       [ 4.58869163e-01],
       [-1.04180296e+00],
       [ 4.00778596e-01],
       [ 4.00185097e-01],
       [ 1.25904480e+00],
       [-9.14663035e-02],
       [ 8.14491664e-01],
       [ 7.92209981e-01],
       [-1.58180010e-01],
       [-1.06668738e-02],
       [ 3.07886137e-01],
       [-4.80136383e-01],
       [ 6.72245042e-01],
       [ 7.92446961e-01],
       [ 1.54757399e-02],
       [-1.66522001e-01],
       [-7.66147430e-01],
       [ 2.44572318e-01],
       [-6.59220511e-01],
       [-5.25130967e-01],
       [ 2.61542239e-01],
       [-3.80211022e-02],
       [ 2.99642944e-01],
       [ 2.94395367e-01],
       [ 1.04890479e-01],
       [ 6.58374300e-01],
       [ 1.40314551e-03],
       [ 6.99227039e-01],
       [-1.23337322e-01],
       [ 1.39675023e+00],
       [-2.91021433e-01],
       [ 2.39662596e-01],
       [-4.46251234e-01],
       [-8.84943786e-02],
       [ 8.83932028e-01],
       [-1.20723785e+00],
       [-9.51839938e-01],
       [-5.37049555e-01],
       [ 1.03701144e+00],
       [ 1.63328665e-01],
       [-3.24793682e-01],
       [-1.86270418e-01],
       [ 4.83185980e-01],
       [-1.42057490e-01],
       [-3.14797807e-01],
       [-3.22577646e-01],
       [ 1.31132795e+00],
       [-3.55220243e-01],
       [-4.00953614e-01],
       [ 8.02114038e-01],
       [-4.31597948e-01],
       [ 9.24599572e-01],
       [ 4.01562124e-01],
       [ 3.95436818e-01],
       [ 6.18568418e-01],
       [ 5.45402569e-01],
       [-5.84162916e-01],
       [ 5.99258791e-01],
       [-1.53781344e-01],
       [-2.09740164e-01],
       [-1.02375529e-01],
       [-3.19029132e-01],
       [-3.76327731e-01],
       [ 4.99339886e-01],
       [ 6.65395491e-03],
       [-4.17168935e-01],
       [ 9.40149453e-02],
       [-1.19351174e+00],
       [-5.23451896e-01],
       [-6.18677342e-02],
       [-1.20876281e-01],
       [ 6.92493114e-01],
       [ 2.68588506e-01],
       [ 1.02188096e-01],
       [-2.31943199e-01],
       [-1.23959540e-01],
       [-5.34631972e-01],
       [ 7.06301390e-03],
       [-4.85602783e-01],
       [ 9.07370037e-02],
       [ 2.98063669e-01],
       [-4.47226719e-01],
       [ 1.63527823e-01],
       [ 2.17875834e-01],
       [-3.87031245e-02],
       [-9.24567814e-01],
       [ 6.18137589e-02],
       [-9.41513676e-01],
       [-2.43899185e-02],
       [ 8.18849079e-01],
       [-6.12846945e-01],
       [ 2.24408186e-01],
       [ 1.85608461e-02],
       [ 5.07707352e-01],
       [-3.02377775e-03],
       [-5.93209289e-01],
       [ 6.89352416e-01],
       [-5.77654678e-01],
       [-3.32138483e-01],
       [-1.00378841e+00],
       [ 6.62724499e-01],
       [ 5.41008077e-01],
       [ 3.94837784e-01],
       [ 5.05668712e-01],
       [ 1.88189295e-01],
       [ 2.98553401e-02],
       [-3.88503207e-01],
       [-5.21212717e-01],
       [ 2.46654687e-01],
       [-1.00561691e-01],
       [-4.62787280e-01],
       [ 4.57316129e-01],
       [ 2.35138192e-01],
       [ 1.95034490e-02],
       [ 8.73944086e-01],
       [ 2.22187381e-01],
       [-1.27857494e-01],
       [ 2.39715410e-01],
       [ 7.99544361e-01],
       [ 1.15210316e-01],
       [-5.40034546e-03],
       [ 2.08562648e-02],
       [ 3.21122588e-01],
       [ 4.02022168e-02],
       [ 7.77075013e-01],
       [-1.17919794e+00],
       [-1.98154285e-01],
       [-2.04462103e-01],
       [-2.23465444e-02],
       [-7.52696105e-02],
       [ 3.31821067e-01],
       [ 6.18937678e-02],
       [ 7.90795212e-03],
       [ 3.22446143e-01],
       [ 7.38388489e-02],
       [ 1.33467589e+00],
       [-1.90715434e-02],
       [ 9.10397493e-01],
       [-8.71945731e-02],
       [-3.27767014e-01],
       [-4.31891207e-02],
       [-2.37874965e-01],
       [ 1.43471062e-01],
       [-1.78509710e-03],
       [-6.81121424e-01],
       [-2.44343677e-01],
       [-1.61961054e-02],
       [-1.05455803e-01],
       [ 1.98222487e-01],
       [-4.32566759e-01],
       [-2.96528969e-01],
       [-1.12748170e-01],
       [-3.03369180e-01],
       [ 7.07717878e-01],
       [-4.28387066e-02],
       [-8.89504844e-02],
       [ 6.33464215e-01],
       [ 3.57145669e-01],
       [ 1.29792226e+00],
       [ 2.67388495e-02],
       [ 2.88834297e-02],
       [-1.27220636e+00],
       [ 4.76950691e-02],
       [-3.00321806e-02],
       [ 5.23096130e-01],
       [ 1.42402668e+00],
       [ 4.41292560e-01],
       [-1.25637704e-01],
       [-2.91129190e-01],
       [ 4.75748345e-01],
       [-6.65912836e-02],
       [ 5.28309766e-01],
       [-4.03294074e-02],
       [-9.98946287e-02],
       [-1.53620202e+00],
       [-3.08785874e-02],
       [ 1.39254990e-01],
       [-5.06315366e-01],
       [-9.37998967e-02],
       [ 8.94751124e-01],
       [-3.96765734e-01],
       [ 1.17550301e-01],
       [ 8.24839292e-05],
       [-3.98291145e-01],
       [ 5.20022258e-01],
       [-3.37856724e-01],
       [-5.54663192e-02],
       [-6.36766304e-01],
       [-1.32243376e-03],
       [-7.45222568e-01],
       [ 2.61562611e-01],
       [ 7.68677134e-02],
       [-5.07719510e-01],
       [ 5.84855712e-01],
       [-1.24726483e-02],
       [ 1.04232014e+00],
       [-9.73726239e-02],
       [-3.40870899e-02],
       [-2.97158011e-01],
       [ 1.29191460e-01],
       [-5.53964544e-03],
       [-4.36515454e-03],
       [-2.15822434e-01],
       [-1.97777522e-02],
       [-4.57095362e-01],
       [ 9.68600187e-01],
       [ 5.08660922e-01],
       [ 4.95310672e-01],
       [ 4.53813603e-01],
       [ 5.17996859e-01],
       [ 7.16896835e-01],
       [ 8.12940254e-01],
       [ 3.45174882e-01],
       [-4.41765364e-01],
       [-3.54284962e-01],
       [ 2.15756321e-01],
       [ 1.86133135e-01],
       [ 3.28023155e-01],
       [-1.61163471e-01],
       [ 1.77591304e-01],
       [ 1.47205078e+00],
       [ 1.25143113e+00],
       [ 1.24382393e-01],
       [-4.69267202e-01],
       [-5.49347089e-01],
       [ 3.00423951e-01],
       [-9.25349719e-01],
       [-5.28513742e-01],
       [ 1.15512179e+00],
       [ 4.59730428e-01],
       [-7.74340228e-01],
       [ 1.36458601e-01],
       [-4.75142989e-01],
       [ 1.28560236e+00],
       [ 3.32418527e-01],
       [-1.35950298e+00],
       [ 2.51517571e-01],
       [ 9.61779868e-02],
       [-8.24388154e-02],
       [ 8.37480079e-01],
       [-3.45271812e-01],
       [-1.17181072e+00],
       [ 2.57028973e-01],
       [-5.81854100e-02],
       [ 4.11662539e-01],
       [ 4.14747330e-01],
       [-3.92737286e-01],
       [-4.92288672e-01],
       [-6.40484242e-01],
       [ 1.92666044e-02],
       [-2.15600920e-01],
       [ 5.67534908e-01],
       [-2.84396865e-03],
       [-3.84163057e-01],
       [ 4.00491178e-01],
       [-3.89049580e-02],
       [-2.08757586e-01],
       [-2.96293334e-02],
       [-6.62002301e-01],
       [ 1.04356204e+00],
       [ 3.30844366e-01],
       [-3.34985288e-01],
       [-3.98220756e-01],
       [ 2.52857898e-01],
       [ 1.67770925e-01],
       [ 2.65901472e-01],
       [-1.66539607e-01],
       [-3.85937418e-01],
       [ 2.51894417e-01],
       [ 1.93154656e-01],
       [ 7.89270670e-02],
       [ 2.75080527e-01],
       [ 1.34859962e-02],
       [ 2.81015781e-02],
       [-7.94172310e-02],
